学号,性别,民族,省份,语文,外语,数学
1181020201137 ,男,汉族,海南省,165,151,222
1181020201138 ,男,汉族,海南省,183,177,203
1181020201139 ,女,汉族,海南省,215,183,175
1181020201140 ,女,汉族,海南省,199,196,186
1181020201141 ,男,汉族,海南省,178,200,205
1181020201142 ,女,黎族,海南省,195,171,202
1181020201143 ,男,汉族,海南省,187,202,202
1181020201144 ,男,苗族,海南省,207,197,177
1181020201145 ,男,汉族,海南省,201,201,209
1181020201146 ,男,汉族,海南省,174,203,205
1181020201147 ,女,汉族,海南省,213,213,186
1181020201148 ,男,汉族,海南省,226,195,202
1181020201149 ,男,汉族,海南省,183,172,187
1181020201150 ,男,汉族,海南省,181,179,208
1181020201151 ,男,汉族,海南省,166,203,207
1181020201152 ,女,汉族,海南省,199,208,185
1181020201153 ,女,汉族,海南省,201,186,184
1181020201154 ,女,黎族,海南省,197,203,178
1181020201155 ,女,汉族,海南省,219,188,186
1181020201156 ,女,汉族,海南省,203,186,173
1181020201157 ,女,黎族,海南省,215,185,195
1181020201158 ,女,汉族,海南省,213,203,188
1181020201159 ,男,汉族,海南省,187,174,215
1181020201160 ,女,汉族,海南省,193,180,199
1181020201161 ,女,黎族,海南省,172,215,190
1181020201162 ,男,汉族,海南省,197,162,183
1181020201163 ,男,汉族,海南省,209,203,184
1181020201164 ,男,汉族,海南省,191,191,205
1181020201165 ,男,汉族,海南省,193,194,205
1181020201166 ,男,汉族,海南省,189,184,182
1181020201167 ,男,汉族,海南省,203,191,198
1181020201168 ,女,汉族,海南省,165,198,199
1181020201169 ,女,汉族,海南省,191,207,186
1181020201170 ,女,汉族,海南省,207,205,188
1181020201171 ,男,汉族,海南省,181,192,209
1181020201172 ,女,汉族,海南省,203,190,189
1181020201173 ,女,汉族,海南省,178,208,205
1181020201174 ,女,汉族,海南省,201,162,198
1181020201175 ,女,汉族,海南省,181,190,201
1181020201176 ,女,汉族,海南省,201,211,186
1181020201177 ,女,黎族,海南省,193,186,197
1181020201178 ,女,汉族,海南省,189,202,201
1181020201179 ,女,汉族,海南省,178,213,191
1181020201180 ,男,汉族,海南省,195,172,200
1181020201181 ,女,黎族,海南省,199,198,170
1181020201182 ,女,汉族,海南省,199,206,172
1181020201183 ,女,汉族,海南省,211,181,191
1181020201184 ,女,汉族,海南省,199,208,187
1181020201185 ,女,汉族,海南省,179,215,198
1181020201186 ,女,汉族,海南省,195,198,195
1181020201187 ,女,汉族,海南省,203,196,185
1181020201188 ,女,汉族,海南省,213,210,151
1181020201189 ,女,汉族,海南省,183,213,184
1181020201190 ,女,汉族,海南省,193,190,193
1181020201191 ,男,汉族,海南省,193,188,197
1181020201192 ,女,黎族,海南省,201,192,150
1181020201193 ,男,汉族,海南省,163,181,205
1181020201194 ,男,黎族,海南省,213,143,196
1181020201195 ,男,汉族,海南省,205,176,192
1181020201196 ,女,汉族,海南省,181,190,197
1181020201197 ,男,汉族,海南省,203,196,197
1181020201198 ,女,汉族,海南省,217,183,198
1181020201199 ,女,汉族,海南省,207,178,205
1181020201200 ,女,汉族,海南省,181,202,188
1181020201201 ,女,汉族,海南省,213,206,188
1181020201202 ,女,汉族,海南省,201,193,183
1181020201203 ,女,汉族,海南省,207,194,190
1181020201204 ,女,汉族,海南省,178,192,190
1181020201205 ,男,汉族,海南省,187,174,195
1181020201206 ,女,汉族,海南省,201,186,199
1181020201207 ,男,汉族,海南省,179,184,203
1181020201208 ,女,汉族,海南省,187,192,188
1181020201209 ,女,汉族,海南省,203,191,188
1181020201210 ,女,汉族,海南省,205,208,188
1181020201211 ,女,汉族,海南省,219,203,148
1181020201212 ,女,汉族,海南省,174,172,215
1181020201213 ,男,汉族,海南省,207,160,182
1181020201214 ,女,汉族,海南省,199,210,177
1181020201215 ,男,汉族,海南省,161,155,224
1181020201216 ,男,黎族,海南省,207,191,169
1181020201217 ,男,汉族,海南省,174,208,189
1181020201218 ,男,汉族,海南省,195,198,177
1181020201219 ,男,汉族,海南省,189,196,190
1181020201220 ,男,汉族,海南省,181,184,195
1181020201221 ,女,黎族,海南省,183,200,188
1181020201222 ,男,黎族,海南省,183,170,190
1181020201223 ,男,黎族,海南省,159,196,180
1181020201224 ,女,黎族,海南省,178,193,170
1181020201225 ,女,黎族,海南省,178,187,170
1181020201226 ,女,黎族,海南省,183,181,186
1181020201227 ,男,黎族,海南省,183,166,207
1181020201228 ,女,黎族,海南省,201,176,161
1181020201229 ,女,黎族,海南省,174,186,192
1181020201230 ,女,黎族,海南省,179,192,162
1181020201231 ,男,黎族,海南省,174,180,182
1181020201232 ,女,黎族,海南省,181,199,173
1181020201233 ,女,黎族,海南省,207,171,165
1181020201234 ,男,黎族,海南省,163,180,228
1181020201235 ,女,黎族,海南省,199,179,148
1181020201236 ,女,黎族,海南省,189,187,168
1181020201237 ,男,黎族,海南省,168,195,199
1181020201238 ,男,黎族,海南省,174,192,175
1181020201239 ,女,黎族,海南省,172,194,180
1181020201240 ,男,黎族,海南省,176,200,183
1181020201241 ,女,苗族,海南省,179,148,178
1181020201242 ,女,黎族,海南省,203,184,151
1181020201243 ,女,黎族,海南省,176,186,199
1181020201244 ,女,黎族,海南省,166,188,188
1181020201245 ,女,黎族,海南省,181,190,176
1181020201246 ,女,黎族,海南省,174,190,193
1181020201247 ,女,黎族,海南省,176,194,180
1181020201248 ,男,黎族,海南省,189,155,187
1181020201249 ,女,黎族,海南省,163,209,181
1181020201250 ,女,黎族,海南省,168,176,177
1181020201251 ,女,黎族,海南省,195,168,166
1181020201252 ,男,黎族,海南省,174,176,173
1181020201253 ,男,黎族,海南省,199,164,187
1181020201254 ,男,黎族,海南省,166,170,194
1181020201255 ,女,黎族,海南省,170,191,174
1181020201256 ,女,黎族,海南省,155,201,176
1181020201257 ,女,黎族,海南省,183,177,179
1181020201258 ,男,黎族,海南省,172,207,178
1181020201259 ,男,黎族,海南省,179,151,188
1181020201260 ,女,黎族,海南省,211,177,169
1181020201261 ,女,黎族,海南省,163,176,182
1181020201262 ,男,黎族,海南省,161,135,199
1181020201263 ,女,黎族,海南省,150,193,192
1181020201264 ,女,黎族,海南省,187,175,181
1181020201265 ,女,黎族,海南省,183,200,184
1181020201266 ,女,黎族,海南省,179,188,173
1181020201267 ,男,黎族,海南省,170,174,205
1181020201268 ,女,黎族,海南省,207,176,170
1181020201269 ,男,黎族,海南省,193,188,176
1181020201270 ,男,黎族,海南省,183,177,158
1181020201271 ,男,汉族,湖北省,107,83,130
1181020201272 ,女,汉族,湖北省,111,124,121
1181020201273 ,男,汉族,湖北省,113,111,125
1181020201274 ,男,汉族,湖北省,100,124,117
1181020201275 ,女,汉族,湖北省,121,120,114
1181020201276 ,男,汉族,湖北省,111,111,119
1181020201277 ,女,汉族,湖北省,108,123,126
1181020201278 ,男,汉族,湖北省,111,125,120
1181020201279 ,男,汉族,湖北省,102,124,113
1181020201280 ,男,汉族,湖北省,117,117,123
1181020201281 ,女,汉族,湖北省,114,105,116
1181020201282 ,女,汉族,湖北省,110,120,117
1181020201283 ,男,汉族,湖北省,102,100,117
1181020201284 ,女,汉族,湖北省,108,110,122
1181020201285 ,女,汉族,上海市,101,111,91
1181020201286 ,男,汉族,上海市,97,97,104
1181020201287 ,男,汉族,上海市,87,92,115
1181020201288 ,男,汉族,上海市,93,93,110
1181020201289 ,女,汉族,上海市,103,91,91
1181020201290 ,男,汉族,四川省,115,131,107
1181020201291 ,男,汉族,四川省,118,124,109
1181020201292 ,男,汉族,四川省,110,125,128
1181020201293 ,男,汉族,四川省,113,116,119
1181020201294 ,女,汉族,四川省,102,120,126
1181020201295 ,女,汉族,四川省,104,132,128
1181020201296 ,男,汉族,四川省,105,127,102
1181020201297 ,女,汉族,四川省,111,131,110
1181020201298 ,男,汉族,四川省,105,119,116
1181020201299 ,男,汉族,四川省,103,107,133
1181020201300 ,女,汉族,四川省,110,119,117
1181020201301 ,男,汉族,四川省,112,139,115
1181020201302 ,男,汉族,四川省,106,133,114
1181020201303 ,女,汉族,四川省,109,128,110
1181020201304 ,男,汉族,四川省,108,114,130
1181020201305 ,男,汉族,四川省,108,126,117
1181020201306 ,女,汉族,四川省,101,108,133
1181020201307 ,男,汉族,四川省,94,130,133
1181020201308 ,女,汉族,四川省,93,140,121
1181020201309 ,男,汉族,四川省,109,137,119
1181020201310 ,女,汉族,四川省,108,128,110
1181020201311 ,女,回族,海南省,,,
1181020201312 ,男,汉族,海南省,,,
1181020201313 ,男,汉族,海南省,,,
1181020201314 ,女,汉族,海南省,,,
1181020201315 ,女,汉族,海南省,,,
1181020201316 ,女,汉族,海南省,,,
1181020201317 ,男,汉族,海南省,,,
1181020201318 ,女,汉族,海南省,,,
1181020201319 ,女,汉族,海南省,,,
1181020201320 ,男,汉族,海南省,,,
1181020201321 ,女,汉族,海南省,,,
1181020201322 ,男,汉族,海南省,,,
1181020201323 ,男,汉族,海南省,,,
1181020201324 ,女,汉族,海南省,,,
1181020201325 ,女,汉族,海南省,,,
1181020201326 ,女,汉族,海南省,,,
1181020201327 ,女,汉族,海南省,,,
1181020201328 ,女,白族,海南省,,,
1181020201329 ,男,汉族,海南省,,,
1181020201330 ,男,汉族,海南省,,,
1181020201331 ,女,汉族,海南省,,,
1181020201332 ,女,汉族,海南省,,,
1181020201333 ,女,汉族,海南省,,,
1181020201334 ,女,汉族,海南省,,,
1181020201335 ,女,汉族,海南省,,,
1181020201336 ,男,汉族,海南省,,,
1181020201337 ,女,汉族,海南省,,,
1181020201338 ,男,汉族,海南省,,,
1181020201339 ,男,汉族,海南省,,,
1181020201340 ,男,汉族,海南省,,,
1181020201341 ,男,汉族,海南省,,,
1181020201342 ,女,汉族,海南省,,,
1181020201343 ,女,侗族,海南省,,,
1181020201344 ,女,汉族,海南省,,,
1181020201345 ,女,汉族,海南省,,,
1181020201346 ,女,汉族,海南省,,,
1181020201347 ,男,汉族,海南省,,,
1181020201348 ,女,汉族,海南省,,,
1181020201349 ,女,汉族,海南省,,,
1181020201350 ,女,汉族,海南省,,,
1181020201351 ,女,汉族,海南省,,,
1181020201352 ,女,汉族,海南省,,,
1181020201353 ,女,汉族,海南省,,,
1181020201354 ,女,汉族,海南省,,,
1181020201355 ,男,汉族,海南省,,,
1181020201356 ,男,彝族,海南省,,,
1181020201357 ,男,汉族,海南省,,,
1181020201358 ,女,汉族,海南省,,,
1181020201359 ,男,汉族,海南省,,,
1181020201360 ,男,壮族,海南省,,,
1181020201361 ,男,汉族,海南省,,,
1181020201362 ,男,汉族,海南省,,,
1181020201363 ,男,汉族,海南省,,,
1181020201364 ,男,汉族,海南省,,,
1181020201365 ,女,回族,海南省,,,
1181020201366 ,女,汉族,海南省,,,
1181020201367 ,男,黎族,海南省,,,
1181020201368 ,男,黎族,海南省,,,
1181020201369 ,男,汉族,海南省,,,
1181020201370 ,女,汉族,海南省,,,
1181020201371 ,男,汉族,海南省,,,
1181020201372 ,女,汉族,海南省,,,
1181020201373 ,男,汉族,海南省,,,
1181020201374 ,女,汉族,海南省,,,
1181020201375 ,女,汉族,海南省,,,
1181020201376 ,男,汉族,海南省,,,
1181020201377 ,女,汉族,海南省,,,
1181020201378 ,女,汉族,海南省,,,
1181020201379 ,男,汉族,海南省,,,
1181020201380 ,女,汉族,海南省,,,
1181020201381 ,女,壮族,海南省,,,
1181020201382 ,女,汉族,海南省,,,
1181020201383 ,男,汉族,海南省,,,
1181020201384 ,男,汉族,海南省,,,
1181020201385 ,女,汉族,海南省,,,
1181020201386 ,男,汉族,海南省,,,
1181020201387 ,女,汉族,海南省,,,
1181020201388 ,女,汉族,海南省,,,
1181020201389 ,男,汉族,海南省,,,
1181020201390 ,女,汉族,海南省,,,
1181020201391 ,女,汉族,海南省,,,
1181020201392 ,女,汉族,海南省,,,
1181020201393 ,男,汉族,海南省,,,
1181020201394 ,女,汉族,海南省,,,
1181020201395 ,女,汉族,海南省,,,
1181020201396 ,女,汉族,海南省,,,
1181020201397 ,男,汉族,海南省,,,
1181020201398 ,女,汉族,海南省,,,
1181020201399 ,女,汉族,海南省,,,
1181020201400 ,女,汉族,海南省,,,
1181020201401 ,女,汉族,海南省,,,
1181020201402 ,女,汉族,海南省,,,
1181020201403 ,女,汉族,海南省,,,
1181020201404 ,男,汉族,海南省,,,
1181020201405 ,女,汉族,海南省,,,
1181020201406 ,女,汉族,海南省,,,
1181020201407 ,男,汉族,海南省,,,
1181020201408 ,男,汉族,海南省,,,
1181020201409 ,女,汉族,海南省,,,
1181020201410 ,女,汉族,海南省,,,
1181020201411 ,男,汉族,海南省,,,
1181020201412 ,男,汉族,海南省,,,
1181020201413 ,男,汉族,海南省,,,
1181020201414 ,男,汉族,海南省,,,
1181020201415 ,男,汉族,海南省,,,
1181020201416 ,女,汉族,海南省,,,
1181020201417 ,男,汉族,海南省,,,
1181020201418 ,男,汉族,海南省,,,
1181020201419 ,女,壮族,海南省,,,
1181020201420 ,女,汉族,海南省,,,
1181020201421 ,女,汉族,海南省,,,
1181020201422 ,男,汉族,海南省,,,
1181020201423 ,女,汉族,海南省,,,
1181020201424 ,男,汉族,海南省,,,
1181020201425 ,男,汉族,海南省,,,
1181020201426 ,男,汉族,海南省,,,
1181020201427 ,男,汉族,海南省,,,
1181020201428 ,男,汉族,海南省,,,
1181020201429 ,女,汉族,海南省,,,
1181020201430 ,男,汉族,海南省,,,
1181020201431 ,女,汉族,海南省,,,
1181020201432 ,男,汉族,海南省,,,
1181020201433 ,女,汉族,海南省,,,
1181020201434 ,女,汉族,海南省,,,
1181020201435 ,女,汉族,海南省,,,
1181020201436 ,女,汉族,海南省,,,
1181020201437 ,男,汉族,海南省,,,
1181020201438 ,男,汉族,海南省,,,
1181020201439 ,女,汉族,海南省,,,
1181020201440 ,女,汉族,海南省,,,
1181020201441 ,女,汉族,海南省,,,
1181020201442 ,女,汉族,海南省,,,
1181020201443 ,女,汉族,海南省,,,
1181020201444 ,男,汉族,海南省,,,
1181020201445 ,男,汉族,海南省,,,
1181020201446 ,女,汉族,海南省,,,
1181020201447 ,女,汉族,海南省,,,
1181020201448 ,女,汉族,海南省,,,
1181020201449 ,男,汉族,海南省,,,
1181020201450 ,男,汉族,海南省,,,
1181020201451 ,男,汉族,海南省,,,
1181020201452 ,男,汉族,海南省,,,
1181020201453 ,女,汉族,海南省,,,
1181020201454 ,女,黎族,海南省,,,
1181020201455 ,女,汉族,海南省,,,
1181020201456 ,女,汉族,海南省,,,
1181020201457 ,女,黎族,海南省,,,
1181020201458 ,男,汉族,海南省,,,
1181020201459 ,女,汉族,海南省,,,
1181020201460 ,女,汉族,海南省,,,
1181020201461 ,男,汉族,海南省,,,
1181020201462 ,男,汉族,海南省,,,
1181020201463 ,女,汉族,海南省,,,
1181020201464 ,女,汉族,海南省,,,
1181020201465 ,女,汉族,海南省,,,
1181020201466 ,女,汉族,海南省,,,
1181020201467 ,女,汉族,海南省,,,
1181020201468 ,女,汉族,海南省,,,
1181020201469 ,女,黎族,海南省,,,
1181020201470 ,女,汉族,海南省,,,
1181020201471 ,女,汉族,海南省,,,
1181020201472 ,男,汉族,海南省,,,
1181020201473 ,女,汉族,海南省,,,
1181020201474 ,女,汉族,海南省,,,
1181020201475 ,男,汉族,海南省,,,
1181020201476 ,男,汉族,海南省,,,
1181020201477 ,男,汉族,海南省,,,
1181020201478 ,女,汉族,海南省,,,
1181020201479 ,女,汉族,海南省,,,
1181020201480 ,女,汉族,海南省,,,
1181020201481 ,女,汉族,海南省,,,
1181020201482 ,女,汉族,海南省,,,
1181020201483 ,女,汉族,海南省,,,
1181020201484 ,女,汉族,海南省,,,
1181020201485 ,女,汉族,海南省,,,
1181020201486 ,女,汉族,海南省,,,
1181020201487 ,女,汉族,海南省,,,
1181020201488 ,女,汉族,海南省,,,
1181020201489 ,女,汉族,海南省,,,
1181020201490 ,女,汉族,海南省,,,
1181020201491 ,女,汉族,海南省,,,
1181020201492 ,女,黎族,海南省,,,
1181020201493 ,女,汉族,海南省,,,
1181020201494 ,女,汉族,海南省,,,
1181020201495 ,女,汉族,海南省,,,
1181020201496 ,女,汉族,海南省,,,
1181020201497 ,女,瑶族,海南省,,,
1181020201498 ,女,汉族,海南省,,,
1181020201499 ,女,汉族,海南省,,,
1181020201500 ,女,汉族,海南省,,,
1181020201501 ,女,汉族,海南省,,,
1181020201502 ,女,汉族,海南省,,,
1181020201503 ,女,汉族,海南省,,,
1181020201504 ,女,汉族,海南省,,,
1181020201505 ,女,汉族,海南省,,,
1181020201506 ,男,汉族,海南省,,,
1181020201507 ,女,满族,海南省,,,
1181020201508 ,女,汉族,海南省,,,
1181020201509 ,女,汉族,海南省,,,
1181020201510 ,女,汉族,海南省,,,
1181020201511 ,女,汉族,海南省,,,
1181020201512 ,女,汉族,海南省,,,
1181020201513 ,女,汉族,海南省,,,
1181020201514 ,女,黎族,海南省,,,
1181020201515 ,女,汉族,海南省,,,
1181020201516 ,男,汉族,海南省,,,
1181020201517 ,女,汉族,海南省,,,
1181020201518 ,女,汉族,海南省,,,
1181020201519 ,女,汉族,海南省,,,
1181020201520 ,女,汉族,海南省,,,
1181020201521 ,女,汉族,海南省,,,
1181020201522 ,女,汉族,海南省,,,
1181020201523 ,女,汉族,海南省,,,
1181020201524 ,男,汉族,海南省,,,
1181020201525 ,女,汉族,海南省,,,
1181020201526 ,女,汉族,海南省,,,
1181020201527 ,女,黎族,海南省,,,
1181020201528 ,女,汉族,海南省,,,
1181020201529 ,女,汉族,海南省,,,
1181020201530 ,女,汉族,海南省,,,
1181020201531 ,女,汉族,海南省,,,
1181020201532 ,女,汉族,海南省,,,
1181020201533 ,女,汉族,海南省,,,
1181020201534 ,女,汉族,海南省,,,
1181020201535 ,女,汉族,海南省,,,
1181020201536 ,女,汉族,海南省,,,
1181020201537 ,女,汉族,海南省,,,
1181020201538 ,女,汉族,海南省,,,
1181020201539 ,男,汉族,海南省,,,
1181020201540 ,女,汉族,海南省,,,
1181020201541 ,女,汉族,海南省,,,
1181020201542 ,女,汉族,海南省,,,
1181020201543 ,女,汉族,海南省,,,
1181020201544 ,女,汉族,海南省,,,
1181020201545 ,女,汉族,海南省,,,
1181020201546 ,女,汉族,海南省,,,
1181020201547 ,男,汉族,海南省,,,
1181020201548 ,女,汉族,海南省,,,
1181020201549 ,女,汉族,海南省,,,
1181020201550 ,女,汉族,海南省,,,
1181020201551 ,女,汉族,海南省,,,
1181020201552 ,男,汉族,海南省,,,
1181020201553 ,女,汉族,海南省,,,
1181020201554 ,女,汉族,海南省,,,
1181020201555 ,女,汉族,海南省,,,
1181020201556 ,女,汉族,海南省,,,
1181020201557 ,男,汉族,海南省,,,
1181020201558 ,女,汉族,海南省,,,
1181020201559 ,男,黎族,海南省,479,446,501
1181020201560 ,男,黎族,海南省,554,517,483
1181020201561 ,女,黎族,海南省,495,497,464
1181020201562 ,男,黎族,海南省,457,527,495
1181020201563 ,男,黎族,海南省,423,547,518
1181020201564 ,男,黎族,海南省,500,419,506
1181020201565 ,男,黎族,海南省,479,552,441
1181020201566 ,男,黎族,海南省,511,463,488
1181020201567 ,男,黎族,海南省,523,438,468
1181020201568 ,女,黎族,海南省,566,497,452
1181020201569 ,男,黎族,海南省,529,403,464
1181020201570 ,女,黎族,海南省,535,512,468
1181020201571 ,女,黎族,海南省,457,520,589
1181020201572 ,男,黎族,海南省,437,442,556
1181020201573 ,男,黎族,海南省,535,559,518
1181020201574 ,男,黎族,海南省,506,492,547
1181020201575 ,男,黎族,海南省,404,450,562
1181020201576 ,男,黎族,海南省,442,502,615
1181020201577 ,女,黎族,海南省,517,500,430
1181020201578 ,男,黎族,海南省,447,368,521
1181020201579 ,女,黎族,海南省,590,530,575
1181020201580 ,女,黎族,海南省,539,576,539
1181020201581 ,女,黎族,海南省,561,581,424
1181020201582 ,女,黎族,海南省,550,605,546
1181020201583 ,男,黎族,海南省,511,550,514
1181020201584 ,女,黎族,海南省,584,571,566
1181020201585 ,男,黎族,海南省,435,578,561
1181020201586 ,女,黎族,海南省,440,614,572
1181020201587 ,女,黎族,海南省,511,532,495
1181020201588 ,男,黎族,海南省,442,450,544
1181020201589 ,女,黎族,海南省,619,579,448
1181020201590 ,男,黎族,海南省,473,494,470
1181020201591 ,女,黎族,海南省,535,549,470
1181020201592 ,女,黎族,海南省,452,537,477
1181020201593 ,女,黎族,海南省,529,549,488
1181020201594 ,女,黎族,海南省,473,457,498
1181020201595 ,男,黎族,海南省,566,414,458
1181020201596 ,女,黎族,海南省,554,507,485
1181020201597 ,女,黎族,海南省,533,495,615
1181020201598 ,女,黎族,海南省,602,573,497
1181020201599 ,女,黎族,海南省,566,530,516
1181020201600 ,女,黎族,海南省,533,573,584
1181020201601 ,女,黎族,海南省,495,532,524
1181020201602 ,女,黎族,海南省,584,519,550
1181020201603 ,女,黎族,海南省,473,571,600
1181020201604 ,男,黎族,海南省,484,558,566
1181020201605 ,女,黎族,海南省,517,553,552
1181020201606 ,女,黎族,海南省,544,590,557
1181020201607 ,女,黎族,海南省,561,425,519
1181020201608 ,女,黎族,海南省,506,563,541
1181020201609 ,男,汉族,陕西省,91,119,93
1181020201610 ,女,汉族,陕西省,104,103,95
1181020201611 ,男,汉族,陕西省,110,122,104
1181020201612 ,女,汉族,陕西省,110,120,89
1181020201613 ,女,汉族,陕西省,105,125,72
1181020201614 ,男,汉族,陕西省,104,122,89
1181020201615 ,男,汉族,陕西省,110,108,90
1181020201616 ,女,汉族,陕西省,118,120,76
1181020201617 ,女,汉族,陕西省,100,101,95
1181020201618 ,女,汉族,陕西省,110,116,84
1181020201619 ,女,汉族,陕西省,115,107,93
1181020201620 ,男,汉族,陕西省,98,120,96
1181020201621 ,男,汉族,陕西省,105,112,99
1181020201622 ,男,汉族,陕西省,98,93,108
1181020201623 ,女,汉族,陕西省,106,108,74
1181020201624 ,男,汉族,陕西省,100,105,94
1181020201625 ,女,汉族,陕西省,106,123,89
1181020201626 ,男,汉族,陕西省,100,119,77
1181020201627 ,女,汉族,陕西省,111,123,81
1181020201628 ,女,汉族,陕西省,99,108,89
1181020201629 ,女,汉族,陕西省,110,87,97
1181020201630 ,男,汉族,陕西省,91,117,112
1181020201631 ,男,汉族,陕西省,108,105,87
1181020201632 ,女,汉族,陕西省,110,103,97
1181020201633 ,女,汉族,陕西省,110,111,93
1181020201634 ,女,汉族,陕西省,112,97,86
1181020201635 ,女,汉族,陕西省,110,111,79
1181020201636 ,男,汉族,陕西省,94,86,108
1181020201637 ,男,汉族,陕西省,102,90,93
1181020201638 ,男,汉族,陕西省,101,122,79
1181020201639 ,男,汉族,陕西省,108,107,99
1181020201640 ,女,汉族,陕西省,116,130,85
1181020201641 ,男,汉族,陕西省,108,85,96
1181020201642 ,女,汉族,陕西省,105,112,88
1181020201643 ,男,汉族,陕西省,103,117,71
1181020201644 ,男,汉族,陕西省,102,87,95
1181020201645 ,女,汉族,陕西省,114,122,93
1181020201646 ,女,汉族,陕西省,96,99,98
1181020201647 ,女,汉族,陕西省,101,94,96
1181020201648 ,女,汉族,陕西省,112,107,94
1181020201649 ,男,汉族,陕西省,108,106,111
1181020201650 ,女,汉族,陕西省,106,120,102
1181020201651 ,男,汉族,陕西省,111,77,112
1181020201652 ,男,汉族,陕西省,102,103,102
1181020201653 ,女,汉族,陕西省,107,106,85
1181020201654 ,女,汉族,陕西省,105,100,97
1181020201655 ,女,汉族,陕西省,102,82,120
1181020201656 ,女,汉族,福建省,116,126,113
1181020201657 ,男,汉族,福建省,114,100,123
1181020201658 ,女,汉族,福建省,118,123,108
1181020201659 ,男,汉族,福建省,113,111,112
1181020201660 ,男,汉族,福建省,103,106,108
1181020201661 ,女,汉族,福建省,125,112,118
1181020201662 ,男,汉族,福建省,110,91,118
1181020201663 ,男,汉族,福建省,123,105,100
1181020201664 ,男,汉族,福建省,111,133,99
1181020201665 ,男,畲族,福建省,110,96,103
1181020201666 ,男,汉族,福建省,106,140,84
1181020201667 ,男,汉族,福建省,124,104,104
1181020201668 ,男,汉族,福建省,107,123,94
1181020201669 ,男,汉族,福建省,123,107,113
1181020201670 ,男,汉族,福建省,117,97,118
1181020201671 ,女,汉族,福建省,124,113,103
1181020201672 ,男,回族,福建省,115,129,97
1181020201673 ,女,汉族,福建省,116,116,114
1181020201674 ,男,汉族,福建省,106,111,98
1181020201675 ,女,汉族,福建省,113,105,102
1181020201676 ,女,汉族,福建省,124,119,79
1181020201677 ,男,汉族,福建省,104,120,108
1181020201678 ,男,汉族,福建省,121,127,92
1181020201679 ,男,汉族,福建省,119,119,91
1181020201680 ,女,汉族,福建省,109,104,107
1181020201681 ,女,汉族,福建省,119,122,106
1181020201682 ,男,汉族,福建省,111,107,104
1181020201683 ,男,汉族,福建省,112,125,99
1181020201684 ,男,汉族,福建省,119,118,95
1181020201685 ,男,汉族,福建省,112,116,121
1181020201686 ,女,汉族,福建省,113,124,116
1181020201687 ,女,汉族,福建省,108,125,86
1181020201688 ,男,汉族,福建省,107,115,99
1181020201689 ,女,汉族,福建省,114,98,95
1181020201690 ,男,汉族,福建省,108,135,104
1181020201691 ,男,汉族,福建省,112,124,103
1181020201692 ,男,畲族,福建省,111,84,98
1181020201693 ,男,汉族,福建省,111,104,92
1181020201694 ,女,汉族,福建省,115,98,109
1181020201695 ,男,汉族,福建省,109,88,106
1181020201696 ,女,汉族,福建省,113,104,101
1181020201697 ,男,汉族,福建省,110,96,110
1181020201698 ,女,汉族,福建省,110,118,103
1181020201699 ,女,汉族,福建省,120,118,98
1181020201700 ,女,汉族,福建省,121,121,94
1181020201701 ,男,汉族,福建省,96,100,111
1181020201702 ,男,汉族,福建省,111,116,101
1181020201703 ,女,汉族,福建省,109,106,99
1181020201704 ,女,畲族,福建省,115,101,84
1181020201705 ,男,汉族,福建省,110,97,108
1181020201706 ,女,汉族,福建省,116,122,85
1181020201707 ,男,汉族,福建省,111,122,83
1181020201708 ,女,汉族,福建省,120,115,85
1181020201709 ,女,汉族,福建省,109,109,91
1181020201710 ,男,畲族,福建省,115,105,93
1181020201711 ,女,汉族,福建省,107,122,87
1181020201712 ,女,汉族,福建省,125,99,94
1181020201713 ,女,汉族,福建省,118,80,98
1181020201714 ,女,汉族,吉林省,108,123,119
1181020201715 ,女,汉族,吉林省,121,136,112
1181020201716 ,女,汉族,吉林省,116,128,119
1181020201717 ,女,汉族,吉林省,114,132,117
1181020201718 ,女,汉族,吉林省,126,119,98
1181020201719 ,男,满族,吉林省,114,118,122
1181020201720 ,男,汉族,吉林省,105,108,114
1181020201721 ,女,汉族,吉林省,108,121,107
1181020201722 ,男,汉族,吉林省,102,97,118
1181020201723 ,女,汉族,吉林省,115,105,111
1181020201724 ,男,汉族,吉林省,109,119,112
1181020201725 ,男,汉族,河南省,129,123,115
1181020201726 ,女,汉族,河南省,115,120,115
1181020201727 ,女,汉族,河南省,120,118,116
1181020201728 ,女,汉族,山西省,129,106,102
1181020201729 ,女,汉族,山西省,107,122,120
1181020201730 ,女,汉族,山西省,112,119,116
1181020201731 ,女,汉族,山西省,112,123,99
1181020201732 ,女,汉族,山西省,114,109,100
1181020201733 ,女,汉族,山西省,125,114,110
1181020201734 ,男,汉族,山西省,102,111,104
1181020201735 ,女,汉族,山西省,111,120,96
1181020201736 ,女,汉族,山西省,105,125,122
1181020201737 ,男,汉族,山西省,108,110,116
1181020201738 ,女,汉族,山西省,109,132,105
1181020201739 ,女,汉族,山西省,103,125,93
1181020201740 ,女,汉族,山西省,113,125,110
1181020201741 ,男,汉族,山西省,113,113,121
1181020201742 ,男,汉族,山西省,112,94,118
1181020201743 ,女,汉族,山西省,110,128,110
1181020201744 ,女,汉族,山西省,120,118,118
1181020201745 ,女,汉族,山西省,112,108,109
1181020201746 ,男,汉族,山西省,111,128,107
